Course Code;Course Name;Credits
ELIT 281;The Short Story;3
ELIT 290;Summer Training I;0
ELIT 328;Britain from Its Beginnings to the Modern Period;3
ELIT 359;Shakespeare;3
ELIT 366;Victorian Literature;3
ELIT 377;Romantic Literature;3
ELIT 384;Philosophy and Literature;3
ELIT 386;Transformations: Novels between Genres, Genders, and Species;3
ELIT 388;Plays and London since 1850;3
ELIT 390;Summer Training II;0
ELIT 392;Literary Theory;3
ELIT 421;Literature and Modernity;3
ELIT 425;From the Study of Literature to Literary Studies. The Development of a Discipline;3
ELIT 427;Plays and Conventions of the Theatre of the Absurd;3
ELIT 438;Selected Topics;3
ELIT 439;Plays and Playwrights of the English Renaissance Excluding Shakespeare;3
ELIT 440;Lýterary Imagination and the End of the World;3
ELIT 445;The Modern Pastoral;3
ELIT 463;Postcolonial Literature;3
ELIT 474;Twentieth Century Poetry;3
ELIT 478;Post-War Literature;3
ELIT 490;Senior Project;3
FRP 101;Communicative French Skills I;0
FRP 102;Listening Comprehension and Public Speaking I;0
FRP 103;Analytical Reading and Writing Strategies I;0
FRP 104;Linguistics, Grammar and CAL (Computer Assisted Language) I;0
FRP 201;Communicative French Skills II;0
FRP 202;Listening Comprehension and Public Speaking II;0
FRP 203;Analytical Reading and Writing Strategies II;0
FRP 204;Linguistics, Grammar and CAL (Computer Assisted Language) II;0
TRIN 101;Comparative Grammar (English-Turkish);3
TRIN 102;Applied Linguistics;3
TRIN 103;Comparative Grammar (French-Turkish);3
TRIN 133;Texts and Composition in French I;3
TRIN 134;Texts and Composition in French II;3
TRIN 161;Introduction to Translation;3
TRIN 166;English-Turkish-French Translation;4
TRIN 172;Computer Literacy;3
TRIN 205;English-American and French Culture;3
TRIN 207;Language of Journalism;3
TRIN 212;Technology for Translators;3
TRIN 236;Group Communication and Discussion;3
TRIN 265;Translation of Economic Texts (English-Turkish-French);4
TRIN 266;Translation of Political and Legal Texts (English-Turkish-French);4
TRIN 267;Sight Translation I;3
TRIN 268;Sight Translation II;3
TRIN 271;Business Communication;3
TRIN 330;Criticism and French Literature;3
TRIN 332;Translation criticism of Anglo-American literature;3
TRIN 334;Media Studies;3
TRIN 335;Note-Taking and Consecutive Interpretation;3
TRIN 336;Introduction to Simultaneous Interpretation;3
TRIN 337;Precis Writing in English-French;3
TRIN 339;Introduction to Interpersonal Communication (in French);3
TRIN 361;Technical Translation (English-Turkish);3
TRIN 363;Technical Translation (French-Turkish);3
TRIN 364;Literary Translation (English-Turkish);3
TRIN 366;Literary Translation (French-Turkish);3
TRIN 390;Summer Practice;0
TRIN 461;English-French Translation Workshop I;3
TRIN 462;English-French Translation Workshop II;3
TRIN 464;Professional Communication for Interpreters;3
TRIN 465;Audiovisual Translation;3
TRIN 473;Turkish Diction;1
TRIN 481;Consecutive and Simultaneous Interpretation Techniques;6
TRIN 484;Simultaneous Interpretation II: Fieldwork+Projectwork;6
TRIN 485;Translation workshop for EU texts and official documents;6
TRIN 486;Translation project for official texts and documents;6
TRIN 487;Interpreting for Public Services;3
PHIL 101;Introduction to Logic;3
PHIL 102;Ancient Philosophy;3
PHIL 103;Introduction to Philosophy I;3
PHIL 104;Introduction to Philosophy II;3
PHIL 201;Epistemology;3
PHIL 202;Ethics;3
PHIL 203;Rationalists;3
PHIL 204;Empiricists;3
PHIL 243;Social and Political Philosophy I;6
PHIL 244;Social and Political Philosophy II;6
PHIL 299;Summer Training I;0
PHIL 301;Political Philosophy;3
PHIL 302;Social and Legal Philosophy;3
PHIL 303;Kant;3
PHIL 304;Philosophy of Science;3
PHIL 306;Philosophy of Language;3
PHIL 307;Paradox and Infinity;3
PHIL 308;Philosophy of Mind;3
PHIL 399;Summer Training II;0
PHIL 401;Metaphysics;3
PHIL 402;Aesthetics;3
PHIL 403;Senior Thesis I;3
PHIL 404;Senior Thesis II;3
PHIL 405;Advanced Philosophy of Language;3
PHIL 406;Advanced Philosophy of Mind;3
PHIL 407;Medieval Philosophy;3
PHIL 408;Nineteenth Century Philosophy;3
PHIL 409;Introduction to Phenomenology;3
PHIL 410;History of Analytic Philosophy;3
PHIL 411;What is a Mind?;3
PHIL 412;Philosophy of Mathematics;3
PHIL 413;Foundations of Cognitive Science;3
PHIL 414;Consciousness;3
PHIL 415;Moral Psychology;3
PHIL 416;From the Kitchen to the Streets: An Introduction to Feminism;3
PHIL 418;Philosophy of Cognitive Science;3
PHIL 419;Embodied Cognition;3
PHIL 420;Philosophy of Memory;3
PHIL 421;Feminist Philosophy;3
PHIL 422;Bioethics;3
PHIL 501;Research Preparation in Philosophy I;3
PHIL 502;Research Preparation in Philosophy II;3
PHIL 504;Philosophy of Cognitive Science;3
PHIL 505;Embodied Cognition;3
PHIL 506;Philosophy of Memory;3
PHIL 507;Feminist Philosophy;3
PHIL 508;Bioethics;3
PHIL 521;History of Political and Educational Philosophy;3
PHIL 531;Metaphysics;3
PHIL 532;Aesthetics;3
PHIL 534;Social and Legal Philosophy;3
PHIL 540;History of Analytic Philosophy;3
PHIL 545;Moral Psychology;3
PHIL 591;Thesis Seminar;0
PHIL 599;M.A.Dissertation;0
EDEB 401;Introduction to Turkish Literature I;3
EDEB 402;Introduction to Turkish Literature II;3
EDEB 403;Theories of Literature;4
EDEB 405;Written Expression;3
EDEB 406;Fiction Writing in Turkish;3
EDEB 408;Sources of Literature II: From Mimesis to Catharsis;3
EDEB 411;Ottoman Turkish I;4
EDEB 412;Ottoman Turkish II;4
EDEB 413;Theoretical History of Western Civilization;3
EDEB 415;Sources of Literature: Nature and Culture;3
EDEB 416;Criticism;4
EDEB 419;The Turkish Short Story;3
EDEB 432;Modern Turkish Prose;3
EDEB 502;Text and Image;3
EDEB 504;Turkish Folk Literature;3
EDEB 505;Turkish Literature 1839-1922 I;3
EDEB 507;Turkish Poetry;3
EDEB 508;Text and the City: Urban Space and Architecture in Turkish Literature;3
EDEB 510;Turkish Literature 1839-1922 II;3
EDEB 511;Ottoman Turkish III;3
EDEB 512;Ottoman Turkish IV;3
EDEB 518;Poetry and Translation;3
EDEB 520;Literary Traditions of Turkey;3
EDEB 524;The Turkish Novel;3
EDEB 530;Literary Translation;3
EDEB 542;Fictions of Migration;3
EDEB 544;Gender and Sexuality in Turkish and European Literature;3
EDEB 545;Gender and Fiction;3
EDEB 549;Travel Writing;3
EDEB 550;Regional Contexts for Turkish Literature I: The Balkans;3
EDEB 591;Thesis Seminar I;2
EDEB 592;Thesis Seminar II;2
EDEB 593;Seminar;0
EDEB 599;Master's Thesis;0
EDEB 605;East and West in Turkish Literature;3
EDEB 606;Sufi Seminar;3
EDEB 607;Modernism in Turkish Literature;3
EDEB 608;Critical Approaches to Turkish Literature;3
EDEB 611;Literature and Society I;3
EDEB 615;Love in Turkish Literature;3
EDEB 619;World Fiction;3
EDEB 622;Seminar on Ahmet Hamdi Tanpýnar;3
EDEB 623;Theories of Literary Translation;3
EDEB 693;Pre-Thesis Seminar;0
EDEB 699;Ph.D. Dissertation;0
HUM 111;Cultures Civilizations and Ideas I;3
HUM 112;Cultures Civilizations and Ideas II;3
HUM 331;Humanities and Social Science Honors Seminar;3
TURK 101;Turkish I;2
TURK 102;Turkish II;2
LNG 111;Spanish I;3
LNG 112;Spanish II;3
LNG 113;Spanish III;3
LNG 114;Intermediate Spanish I;3
LNG 115;Intermediate Spanish II;3
LNG 116;Intermediate Spanish III;3
LNG 117;Intermediate Spanish IV;3
LNG 121;French I;3
LNG 122;French II;3
LNG 123;French III;3
LNG 124;Intermediate French I;3
LNG 125;Intermediate French II;3
LNG 126;Intermediate French III;3
LNG 127;Intermediate French IV;3
LNG 128;Communication Skills in French I;3
LNG 129;Communication Skills in French II;3
LNG 131;German I;3
LNG 132;German II;3
LNG 133;German III;3
LNG 134;Intermediate German I;3
LNG 135;Intermediate German II;3
LNG 136;Intermediate German III;3
LNG 137;Intermediate German IV;3
LNG 138;Communication Skills in German I;3
LNG 139;Communication Skills in German II;3
LNG 141;Italian I;3
LNG 142;Italian II;3
LNG 143;Italian III;3
LNG 144;Intermediate Italian I;3
LNG 161;Russian I;3
LNG 162;Russian II;3
LNG 163;Russian III;3
LNG 164;Intermediate Russian I;3
LNG 165;Intermediate Russian II;3
LNG 166;Intermediate Russian III;3
LNG 167;Intermediate Russian IV;3
LNG 171;Turkish I;3
LNG 172;Turkish II;3
LNG 173;Turkish III;3
LNG 174;Intermediate Turkish I;3
LNG 178;Advanced Turkish I;3
LNG 179;Advanced Turkish II;3
LNG 191;Arabic I;3
LNG 192;Arabic II;3
LNG 193;Arabic III;3
LNG 211;Persian I;3
LNG 212;Persian II;3
LNG 221;Chinese I;3
LNG 222;Chinese II;3
LNG 223;Chinese III;3
LNG 231;Korean I;3
LNG 232;Korean II;3
LNG 233;Korean III;3
LNG 241;Japanese I;3
LNG 242;Japanese II;3
LNG 243;Japanese III;3
LNG 244;Intermediate Japanese I;3
LNG 245;Intermediate Japanese II;3
LNG 321;Readings in French I;3
LNG 322;Readings in French II;3
LNG 331;Readings in German I;3
LNG 332;Readings in German II;3
LAW 101;Introduction to Law;3
LAW 102;Roman Law;3
LAW 103;Constitutional Law;3
LAW 104;Turkish Constitutional Law;3
LAW 105;Civil Law: Introductory Provisions and Natural Persons;3
LAW 106;Legal Persons and Family Law;3
LAW 201;Law of Obligations I;3
LAW 202;Law of Obligations II;3
LAW 203;Criminal Law I;3
LAW 204;Criminal Law II;3
LAW 205;Administrative Law;3
LAW 206;Administrative Judiciary;3
LAW 210;Basic Concepts of Law;3
LAW 211;Basic Concepts of Law;3
LAW 214;Introduction to Turkish Public Law;3
LAW 216;Introduction to Anglo-American Law;2
LAW 301;Civil Procedure I;3
LAW 302;Civil Procedure II;3
LAW 303;Public International Law;3
LAW 304;Private International Law;3
LAW 305;Law of Property I;3
LAW 306;Law of Property II;3
LAW 307;Commercial Enterprise Law;3
LAW 308;Company Law;3
LAW 309;Law of Obligations Special Provisions;3
LAW 313;Business Law;3
LAW 315;Administrative Law;3
LAW 353;Introduction to Environmental Law;3
LAW 354;Modern Contracts Law;3
LAW 358;Criminal Law Special Provisions;3
LAW 359;Comparative Private Law;3
LAW 361;Legal Ethics and Judiciary Ethics;3
LAW 363;International Migration Law;3
LAW 365;Legal Philosophy;3
LAW 366;Legal Sociology;3
LAW 374;Parliamentary Law;3
LAW 375;Turkish Constitutional History;3
LAW 376;Selected Topics in English Law;3
LAW 383;Introduction to Law and Economics of Competition and Regulatory Policies;3
LAW 384;Criminology;3
LAW 386;Law, Film and Literature;3
LAW 388;Refugee Law and International Protection;3
LAW 390;Individual Application to the Constitutional Court (Merits and Procedure);3
LAW 392;Criminal Law and Cultural Properties;3
LAW 394;International Law of the Sea;3
LAW 395;World Trade Organization Law;3
LAW 401;Law of Negotiable Instruments;3
LAW 402;Insurance Law;3
LAW 403;Inheritance Law;3
LAW 405;International Human Rights Law;3
LAW 406;International Commercial Arbitration;2
LAW 407;Tax Law;3
LAW 408;Competition Law;3
LAW 409;Intellectual Property Law;3
LAW 410;Enforcement and Bankruptcy Law;3
LAW 411;Criminal Procedure;3
LAW 412;Labor Law;3
LAW 413;European Union Law;3
LAW 415;Recognition and Enforcement of Foreign Arbitral Awards;3
LAW 416;Introduction to Contract Law;3
LAW 417;Public Procurement Contracts;3
LAW 418;International Sales Law;3
LAW 419;International Law and Armed Conflict;3
LAW 420;Turkish International Arbitration Law;3
LAW 421;Internet Law;3
LAW 422;Maritime Law;3
LAW 423;Law of Capital Markets;3
LAW 427;Citizenship and Foreigners Law;3
LAW 441;Monetary Law;3
LAW 445;Advertising Law;3
LAW 447;Moot Court I;3
LAW 448;Moot Court II;3
LAW 450;Introduction to Economic Analysis of Law;3
LAW 451;Moot Court III;3
LAW 452;Moot Court IV;3
LAW 454;Consumer Law;3
LAW 457;Law of International Carriage of Goods;3
LAW 460;Legal Aspects of EU-Turkey Relations;3
LAW 465;Settlement of Energy Investment Disputes;3
LAW 466;Non-Contractual Liability Law;3
LAW 467;International Family Law;3
LAW 468;Legal and Administrative Aspects of Privatization;3
LAW 469;Humanitarian Law;3
LAW 472;Patent Law;3
LAW 474;Occupational Health and Safety;3
LAW 476;Legal Research, Analysis and Writing;3
LAW 478;International Social Law: ILO and European Social Charter;3
LAW 480;The European Convention on Human Rights and Its Effect on Turkish Law;3
LAW 497;Individual Study;2
LAW 499;Individual Study;3
LAW 501;Economic Analysis of Law;3
LAW 503;Economics of Competition;3
LAW 504;Competition Law;3
LAW 505;Economic Regulation and Law;3
LAW 506;Energy Law and Policy;3
LAW 507;Public Economic Law;3
LAW 508;Telecommunications Law;3
LAW 509;Term Project;0
LAW 510;Banking Regulation Law;3
LAW 520;Capital Markets and Market Abuse;3
LAW 530;Unfair Competition;3
LAW 534;Patent Law;3
LAW 540;Real Estate Market Law;3
LAW 544;The Legal Framework of Social Dialogue;3
LAW 546;Current Issues in Labor Law;3
LAW 550;Fundamentals of Legal Thought;3
LAW 551;Current Issues on Immovable Property Law;3
LAW 552;Current Issues on Consumer Law;3
LAW 553;Current Issues on Law of Contracts;3
LAW 554;Current Issues on Law of Torts;3
LAW 555;Corporate Governance in Joint Stock Companies;3
LAW 556;Company Law and Competition Law Aspects of Mergers and Divisions;3
LAW 557;Law Applicable to Contractual Obligations;3
LAW 558;Procedural Irregularities in International Commercial Arbitration;3
LAW 559;Liability of Organs and Members in Companies;3
LAW 560;Lis Pendens in International Civil Procedure;3
LAW 561;New Developments in Non-Performance Law;3
LAW 562;Legal and Administrative Aspects of Privatization;3
LAW 563;General Theory of Crime;3
LAW 564;Status of International Treaties in Domestic Legal Orders;3
LAW 565;Protection Mechanism of the ECHR (Historical Process and Implementation);3
LAW 566;Legal Certainty and Protection of Legitimate Expectations in EU Administrative Law;3
LAW 567;Parliamentary Law;3
LAW 568;Contemporary Governmental Systems;3
LAW 569;Public Procurement Contracts;3
LAW 570;Principles of Social Security Law;3
LAW 571;Law Applicable to Contractual Obligations;3
LAW 572;General Conflict of Laws Rules;3
LAW 573;Establishment and Implementation of Contracts;3
LAW 590;Pre-Thesis Seminar;0
LAW 599;Master's Thesis;0
LAW 601;Civil Law (Real Securities);3
LAW 605;Constitutional Judiciary;3
LAW 606;Fiscal Law;3
LAW 608;Servitudes and Competition Law;3
LAW 609;Criminal Law;3
LAW 610;ICSID Arbitration;3
LAW 612;Bound Enterprises Law ( Company Groups Law );3
LAW 613;ECHR Law;3
LAW 615;Doctrine of Innominate Contracts;3
LAW 618;Social Law;3
LAW 619;Comparative Constitutional Law;3
LAW 622;Preservation of Assets in Corporations;3
LAW 624;International Procedure;3
LAW 632;Legal Acts (Transactions) Theory;3
LAW 633;Individual Application to the Constitutional Court (Merits and Procedure);3
LAW 634;Methodology of Law;0
LAW 638;Concept of Ownership and Limitations of Ownership related with Land;3
LAW 640;Individual Application to the Constitutional Court (Merits and Procedure);3
LAW 642;Freedom of Contract;3
LAW 680;Current Issues on Private Law;3
LAW 682;Current Issues on Public Law;3
LAW 689;Pre-Thesis Seminar;0
LAW 699;Ph.D. Dissertation;0
MSC 100;Freshman Concert;0
MSC 101;Department Seminar I;0
MSC 102;Department Seminar II;0
MSC 103;Orchestra/Ensemble I;2
MSC 104;Orchestra/Ensemble II;2
MSC 105;Ear Training for Non-Majors I;2
MSC 106;Ear Training for Non-Majors II;2
MSC 107;Individual Music Studies;2
MSC 108;Individual Music Studies II;2
MSC 110;Music Appreciation;3
MSC 111;Composition I;4
MSC 112;Composition II;4
MSC 113;Techniques of Notation and Instrumentation;3
MSC 114;Fundamentals of Orchestration;3
MSC 131;Instrument I;5
MSC 132;Instrument II;5
MSC 133;Chamber Music I;2
MSC 134;Chamber Music II;2
MSC 150;Singing for Theatre I;1
MSC 151;Singing Voice I;5
MSC 152;Singing Voice II;5
MSC 171;Theory I: Fundamentals;3
MSC 172;Theory II: Harmony and Voice Leading;3
MSC 173;Origins of Western Music: From Antiquities to Baroque;3
MSC 174;Opera and Instrumental Music in the Baroque Period;3
MSC 181;Ear Training I;2
MSC 182;Ear Training II;2
MSC 183;Keyboard Skills I;1
MSC 184;Keyboard Skills II;1
MSC 200;Sophomore Concert;0
MSC 201;Department Seminar III;0
MSC 202;Department Seminar IV;0
MSC 203;Orchestra/Ensemble III;2
MSC 204;Orchestra/Ensemble IV;2
MSC 207;Individual Music Studies III;2
MSC 208;Individual Music Studies IV;2
MSC 211;Composition III;4
MSC 212;Composition IV;4
MSC 213;Advanced Orchestration I;3
MSC 214;Advanced Orchestration II;3
MSC 231;Instrument III;5
MSC 232;Instrument IV;5
MSC 233;Chamber Music III;2
MSC 234;Chamber Music IV;2
MSC 250;Singing for Theatre II;1
MSC 251;Singing Voice III;5
MSC 252;Singing Voice IV;5
MSC 253;Opera Studies I;1
MSC 254;Opera Studies II;1
MSC 271;Theory III: Modal Counterpoint;3
MSC 272;Theory IV: Classical Form;3
MSC 273;Music in Europe during the Age of the Enlightenment;3
MSC 274;19th Century Music and Modernity;3
MSC 281;Ear Training III;2
MSC 282;Ear Training IV;2
MSC 283;Keyboard Skills III;2
MSC 284;Keyboard Skills IV;2
MSC 300;Junior Concert;0
MSC 301;Department Seminar V;0
MSC 302;Department Seminar VI;0
MSC 303;Orchestra/Ensemble V;2
MSC 304;Orchestra/Ensemble VI;2
MSC 311;Composition V;4
MSC 312;Composition VI;4
MSC 315;Score Reading I;2
MSC 316;Score Reading II;2
MSC 321;Tonal Counterpoint;3
MSC 322;Post - Tonal Theory;3
MSC 323;Theory and Analysis of Sonata Forms;3
MSC 324;Form and Chromatic Harmony in 19th Century Music;3
MSC 326;Conducting I;3
MSC 331;Instrument V;5
MSC 332;Instrument VI;5
MSC 333;Chamber Music V;2
MSC 334;Chamber Music VI;2
MSC 351;Singing Voice V;5
MSC 352;Singing Voice VI;5
MSC 373;History of 20th Century Music;3
MSC 374;Traditional Turkish Music and Divan Music;3
MSC 383;Keyboard Skills V;2
MSC 384;Keyboard Skills VI;2
MSC 386;Introduction to Composition;3
MSC 399;Summer Practice;0
MSC 400;Senior Concert;0
MSC 401;Department Seminar VII;0
MSC 402;Department Seminar VIII;0
MSC 403;Orchestra/Ensemble VII;2
MSC 404;Orchestra/ Ensemble VIII;2
MSC 411;Composition VII;5
MSC 412;Composition VIII: Graduation Project;5
MSC 415;Score Reading III;3
MSC 416;Score Reading IV;3
MSC 421;Theory and Analysis of Contemporary Music;3
MSC 425;Conducting II;3
MSC 426;Conducting III;3
MSC 427;Conducting IV;3
MSC 431;Instrument VII;5
MSC 432;Instrument VIII: Graduation Concert;5
MSC 433;Chamber Music VII;2
MSC 434;Chamber Music VIII;2
MSC 451;Singing Voice VII;5
MSC 452;Singing VIII: Graduation Concert;5
MSC 453;Opera Studies III;1
MSC 454;Opera Studies IV;1
MSC 459;Opera Studies V;1
MSC 460;Opera Studies VI;1
MSC 473;Contemporary Turkish Music;3
MSC 474;Music of Igor Stravinsky;3
MSC 476;Studies on Modality;3
MSC 477;Contemporary Notational Techniques;3
MSC 478;Source Readings in Music;3
MSC 479;Modern Music Before 1945;3
MSC 480;Modern Music After 1945;3
MSC 481;Contemporary Turkish Piano Music;3
MSC 482;Piano Literature;3
MSC 487;Introduction to Electroacoustic Music;3
MSC 500;Department Seminar;0
MSC 511;Music Performance and Interpretation I;3
MSC 512;Conducting I;3
MSC 513;Music Composition I;3
MSC 515;Music Theory;3
MSC 517;Tonal Music Topics and Analysis;3
MSC 521;Master's Lecture Recital;3
MSC 525;Bilkent Ensembles;3
MSC 527;Masters Theory Presentation;3
MSC 531;Music Performance and Interpretation II;3
MSC 532;Conducting II;3
MSC 533;Music Composition II;3
MSC 535;Contemporary Instrumentation and Performance Practice;3
MSC 537;Studies in History of Western Music;3
MSC 541;Master's Final Concert;3
MSC 550;Department Seminar;0
MSC 551;Music Performance and Interpretation;3
MSC 553;Music Composition;3
MSC 561;Music Performance and Interpretation;3
MSC 563;Music Composition;3
MSC 567;New Music Topics and Analysis;3
MSC 568;Theoretical Studies in Tonal Music;3
MSC 569;History of Tonal Music Theory;3
MSC 570;Introduction to Schenkerian Analysis;3
MSC 571;Contextual Perspectives in History of Western Music;3
MSC 572;Perspectives in Musical Analysis;3
MSC 577;Symphony after Beethoven;3
MSC 578;History of Stage Music;3
MSC 580;Topics in Contemporary Turkish Music;3
MSC 581;Music Performance and Interpretation;3
MSC 583;Music Composition;3
MSC 584;Music of the Last Decade;3
MSC 585;Opera in the 20th Century;3
MSC 586;Microtonality;3
MSC 587;Advanced Electroacoustic Music;3
MSC 599;Master's Thesis;0
MSC 691;Doctoral Lecture Concert;3
MSC 695;Doctoral Proficiency Concert;3
MSC 699;Proficiency in Art Graduation Project;0
MUS 866;Graduation Project;0
THEA 181;Acting Techniques I-Singing;3
THEA 182;Acting Techniques II-Singing;3
THR 101;Fundamentals of Acting I;4
THR 102;Fundamentals of Acting II;4
THR 103;Voice and Speech I;3
THR 104;Voice and Speech II;3
THR 105;Movement and Combat I;3
THR 106;Movement and Combat II;3
THR 107;Dance I;2
THR 108;Dance II;2
THR 111;Phonetics I;2
THR 112;Phonetics II;2
THR 201;Acting I;4
THR 202;Acting II;4
THR 203;Voice and Speech III;3
THR 204;Voice and Speech IV;3
THR 205;Movement and Combat III;3
THR 206;Movement and Combat IV;3
THR 227;History of Theater I: Origins to Renaissance;3
THR 228;History of Theater II: Renaissance to 20th Century;3
THR 301;Acting III;4
THR 302;Acting IV;4
THR 303;Voice and Speech V;3
THR 327;History of Theater III: 20th Century;3
THR 331;Textual Interpretation and Analysis I;3
THR 332;Textual Interpretation and Analysis II;3
THR 333;On Camera Acting;3
THR 336;Speech on Stage;3
THR 337;Theatre Project;3
THR 338;Alternative Theatre Lab;3
THR 339;Playwriting;3
THR 399;Summer Practice;0
THR 428;History of Turkish Theater;3
THR 431;Textual Interpretation and Analysis III;3
THR 432;Textual Interpretation and Analysis IV;3
THR 451;Senior Project I;5
THR 452;Senior Project II;5
CHEM 100;General Chemistry;4
CHEM 101;Principles of Chemistry I;4
CHEM 102;Principles of Chemistry II;4
CHEM 120;Orientation for Chemistry Majors;1
CHEM 201;Materials Science and Technology;3
CHEM 211;Analytical Chemistry I;3
CHEM 212;Analytical Chemistry II;3
CHEM 213;Analytical Chemistry Laboratory I;2
CHEM 214;Analytical Chemistry Laboratory II;2
CHEM 231;Organic Chemistry I;3
CHEM 232;Organic Chemistry II;3
CHEM 233;Principles of Organic Chemistry I;3
CHEM 235;Organic Chemistry Laboratory I;2
CHEM 236;Organic Chemistry Laboratory II;2
CHEM 301;Processing and Applications of Materials;3
CHEM 320;Physical Chemistry Laboratory;3
CHEM 323;Physical Chemistry I;3
CHEM 324;Physical Chemistry II;3
CHEM 325;Principles of Physical Chemistry I;3
CHEM 326;Principles of Physical Chemistry II;3
CHEM 327;Quantum Chemistry I;3
CHEM 328;Quantum Chemistry II;3
CHEM 340;Inorganic Chemistry Laboratory;3
CHEM 341;Inorganic Chemistry I;3
CHEM 342;Inorganic Chemistry II;3
CHEM 399;Summer Practice;0
CHEM 421;Principles and Chemical Applications of Thermodynamics;3
CHEM 422;Introduction to Statistical Thermodynamics;3
CHEM 430;Food Chemistry;3
CHEM 431;Organic Chemistry III;3
CHEM 450;Applied Quantum Chemistry;3
CHEM 456;Advanced Instrumental Analysis;3
CHEM 460;Environmental Chemistry;3
CHEM 461;Fundamentals of Biochemistry;3
CHEM 470;Polymer Chemistry;3
CHEM 490;Structure and Reactivity of Organic Compounds;3
CHEM 491;Senior Project I;4
CHEM 492;Senior Project II;4
CHEM 499;Individual Study;3
CHEM 503;Chemical Kinetics;3
CHEM 504;Group Theory and its Chemical Applications;3
CHEM 505;Nuclear and Radiochemistry;3
CHEM 506;Chemical Thermodynamics;3
CHEM 507;Statistical Thermodynamics;3
CHEM 511;Quantum Chemistry I;3
CHEM 513;Environmental Radiochemistry;3
CHEM 515;Molecular Spectroscopy;3
CHEM 521;Surface Chemistry I;3
CHEM 523;Concepts in Materials Science;3
CHEM 531;Advanced Organic Chemistry I;3
CHEM 532;Advanced Organic Chemistry II;3
CHEM 533;Physical Organic Chemistry;3
CHEM 534;NMR Spectroscopy for Organic Structure Determination;3
CHEM 537;Supramolecular Chemistry;3
CHEM 541;Advanced Inorganic Chemistry I;3
CHEM 542;Advanced Inorganic Chemistry II;3
CHEM 551;Special Topics in Physical Chemistry I;3
CHEM 552;Special Topics in Physical Chemistry II;3
CHEM 556;Advanced Instrumental Analysis;3
CHEM 561;Special Topics in Inorganic Chemistry I;3
CHEM 562;Special Topics in Inorganic Chemistry II;3
CHEM 571;Special Topics in Organic Chemistry I;3
CHEM 572;Special Topics in Organic Chemistry II;3
CHEM 573;Polymer Chemistry I;3
CHEM 574;Polymer Chemistry II;3
CHEM 580;Advanced Photochemistry;3
CHEM 586;Electrochemistry;3
CHEM 591;Graduate Seminar I;0
CHEM 599;Master's Thesis;0
CHEM 691;Advanced Seminar I;0
CHEM 699;Ph.D. Dissertation;0
MATH 101;Calculus I;4
MATH 102;Calculus II;4
MATH 103;Thinking Mathematically I;3
MATH 104;Thinking Mathematically II;3
MATH 105;Introduction to Calculus I;4
MATH 106;Introduction to Calculus II;4
MATH 110;Discrete Mathematics;3
MATH 123;Abstract Mathematics I;4
MATH 124;Abstract Mathematics II;4
MATH 132;Discrete and Combinatorial Mathematics;3
MATH 202;Complex Analysis;3
MATH 210;Finite and Discrete Mathematics;3
MATH 213;Advanced Calculus I;4
MATH 214;Advanced Calculus II;4
MATH 215;Mathematical Analysis;3
MATH 220;Linear Algebra;3
MATH 223;Linear Algebra I;3
MATH 224;Linear Algebra II;3
MATH 225;Linear Algebra and Differential Equations;4
MATH 227;Introduction to Linear Algebra;3
MATH 230;Probability and Statistics for Engineers;3
MATH 240;Differential Equations;3
MATH 241;Engineering Mathematics I;4
MATH 242;Engineering Mathematics II;4
MATH 250;Introduction to Probability;3
MATH 253;Introduction to Number Theory;3
MATH 255;Probability and Statistics;4
MATH 260;Introduction to Statistics;3
MATH 262;Statistical Methodology;3
MATH 264;Statistics for Social Sciences;3
MATH 291;Summer Project I;3
MATH 300;A Concise History of Mathematics;3
MATH 302;Complex Analysis II;3
MATH 310;Topology;3
MATH 313;Real Analysis I;3
MATH 314;Real Analysis II;3
MATH 315;Fourier Analysis;3
MATH 316;Orthogonal Functions;3
MATH 319;Interpolation and Approximation;3
MATH 323;Algebra I;3
MATH 324;Algebra II;3
MATH 325;Representation Theory;3
MATH 330;Applied Mathematics;3
MATH 337;Introduction to Soliton Theory;3
MATH 340;Mathematical Foundations of Statistical Mechanics;3
MATH 345;Differential Geometry I;3
MATH 346;Differential Geometry II;3
MATH 391;Summer Project II;3
MATH 399;Summer Practice;0
MATH 414;Functional Analysis;3
MATH 415;Analysis of Differentiable Functions;3
MATH 420;Introduction to Cryptography;3
MATH 430;Introduction to Complex Geometry;3
MATH 431;Introduction to Algebraic Geometry;3
MATH 443;Partial Differential Equations;3
MATH 445;Analysis on Manifolds;3
MATH 453;Algebraic Number Theory;3
MATH 473;Introduction to Financial Mathematics;3
MATH 474;Financial Mathematics;3
MATH 491;Senior Project I;3
MATH 492;Senior Project II;3
MATH 499;Individual Study;3
MATH 500;Mathematical Analysis;3
MATH 501;Real Analysis I;3
MATH 502;Real Analysis II;3
MATH 503;Complex Analysis I;3
MATH 504;Complex Analysis II;3
MATH 505;Introduction to Complex Geometry;3
MATH 507;Introduction to Potential Theory;3
MATH 509;Topics in Operator Theory;3
MATH 523;Algebra I;3
MATH 524;Algebra II;3
MATH 525;Group Representations;3
MATH 527;Topics in Representation Theory;3
MATH 535;Topology of Algebraic Varieties;3
MATH 541;Manifold Theory;3
MATH 543;Methods of Applied Mathematics I;3
MATH 544;Methods of Applied Mathematics II;3
MATH 550;Probability and Statistics;3
